Topic 0
Topic coherence: -260.523787219
AVG: -1.37117782747
SD:  0.508055674785
dlrs rate  0.00467938419344     -1.20756993051/-258.06171936
major month  0.00466373017862     -1.20353022853/-258.06171936
exchange rate  0.00465618027982     -1.20158188866/-258.06171936
currency week  0.00464302442931     -1.19818686726/-258.06171936
currency interest  0.00461826369333     -1.19179706916/-258.06171936
exchange u.s.  0.00459740598123     -1.18641449211/-258.06171936
cut month  0.00451757487444     -1.16581313944/-258.06171936
dollar month  0.00450605312195     -1.16283981618/-258.06171936
billion rise  0.00447394494463     -1.15455392473/-258.06171936
interest rate  0.00439886797973     -1.13517943409/-258.06171936
currency dlrs  0.00437898757279     -1.13004906209/-258.06171936
foreign month  0.00432429308012     -1.11593450727/-258.06171936
market rise  0.00432277648094     -1.11554313108/-258.06171936
currency major  0.00430999390462     -1.11224443746/-258.06171936
month rise  0.00424587124904     -1.09569683471/-258.06171936
currency level  0.00424220718487     -1.09475128001/-258.06171936
dollar foreign  0.00419143786273     -1.08164966145/-258.06171936
market u.s.  0.00418163666522     -1.07912034757/-258.06171936
exchange year  0.00402819672315     -1.0395233723/-258.06171936
bank billion  0.00401299085896     -1.03559932084/-258.06171936
bank year  0.00401299085896     -1.03559932084/-258.06171936
bank rate  0.00392525031067     -1.01295684409/-258.06171936
rate rise  0.00391130952467     -1.00935926089/-258.06171936
currency month  0.00387898989757     -1.00101880235/-258.06171936
exchange market  0.00385226340034     -0.994121716519/-258.06171936
bank market  0.00376243921188     -0.970941532005/-258.06171936
dlrs dollar  0.00369181442499     -0.952715978073/-258.06171936
dlrs rise  0.0036727802943     -0.94780399758/-258.06171936
bank dlrs  0.00365982839757     -0.944461608841/-258.06171936
dlrs market  0.00364508584966     -0.940657121579/-258.06171936
cut dlrs  0.00363456249633     -0.937941446926/-258.06171936
rate u.s.  0.00362618379708     -0.935779225392/-258.06171936
week year  0.00359449258714     -0.927600937266/-258.06171936
dlrs week  0.00355793531605     -0.918166905032/-258.06171936
billion currency  0.00349116229259     -0.900935343791/-258.06171936
dlrs month  0.00348776850428     -0.900059536946/-258.06171936
dollar rise  0.00339127300979     -0.875157743727/-258.06171936
market rate  0.00338552737332     -0.8736750149/-258.06171936
dlrs major  0.00337707038121     -0.871492588974/-258.06171936
dlrs u.s.  0.0033389010037     -0.861642533789/-258.06171936
dlrs pct  0.00332455193465     -0.857939588357/-258.06171936
currency rise  0.00331089527836     -0.854415328156/-258.06171936
u.s. year  0.00327773785351     -0.845858666087/-258.06171936
currency pct  0.00327582678567     -0.845365492636/-258.06171936
market year  0.00323565802522     -0.834999473249/-258.06171936
currency foreign  0.00322381201817     -0.831942472304/-258.06171936
interest year  0.00318681379069     -0.822394646107/-258.06171936
pct year  0.0031766209534     -0.819764264989/-258.06171936
west year  0.00317428217321     -0.819160715353/-258.06171936
foreign market  0.00311306592876     -0.803363146057/-258.06171936
dlrs year  0.00308983789477     -0.797368879669/-258.06171936
currency exchange  0.0030718301076     -0.792721759151/-258.06171936
dlrs foreign  0.00295625092476     -0.762895196504/-258.06171936
rate year  0.00294488613274     -0.759962378734/-258.06171936
currency year  0.00294156432901     -0.759105148352/-258.06171936
dlrs interest  0.00288790960191     -0.745258917225/-258.06171936
dlrs exchange  0.00275777151251     -0.711675258121/-258.06171936
bank pct  0.00260286042741     -0.671698637152/-258.06171936
month year  0.00257211692634     -0.663764916407/-258.06171936
dollar market  0.00253816696597     -0.655003731261/-258.06171936
currency market  0.00250298283384     -0.645924053629/-258.06171936
dollar year  0.00243513171434     -0.628414277072/-258.06171936
currency u.s.  0.00241812450862     -0.624025368321/-258.06171936
currency dollar  0.00232141612415     -0.599068636347/-258.06171936
billion year  0.00230437179728     -0.594670148051/-258.06171936
foreign year  0.00221876860167     -0.572579240209/-258.06171936
cut year  0.00220736452173     -0.569636283732/-258.06171936
major year  0.0020644493381     -0.532755345722/-258.06171936
level year  0.00202862627046     -0.523510783293/-258.06171936
rise year  0.00183147979563     -0.472634825034/-258.06171936
billion dlrs  0.0017734572279     -0.457661421443/-258.06171936
pct rate  0.0014513204503     -0.374530250747/-258.06171936

Topic 3
Topic coherence: -337.588407586
AVG: -1.77678109256
SD:  0.518621670551
shareholder year  0.00866252430958     -2.92436778735/-337.588407586
acquire year  0.00834740565868     -2.81798738379/-337.588407586
acquisition year  0.00820158625357     -2.76876044302/-337.588407586
sale shareholder  0.00808355262626     -2.72891365874/-337.588407586
report shareholder  0.00783455352099     -2.6448544473/-337.588407586
acquire report  0.0078003082029     -2.6332936249/-337.588407586
cash year  0.00778028298487     -2.62653334343/-337.588407586
mln shareholder  0.00771699939744     -2.60516953792/-337.588407586
unit year  0.00760598641928     -2.56769284341/-337.588407586
acquisition report  0.00753972824527     -2.54532485195/-337.588407586
acquisition total  0.00742378586444     -2.50618404824/-337.588407586
earnings lt  0.00730707029548     -2.46678222517/-337.588407586
shareholder total  0.00729904376902     -2.46407256289/-337.588407586
earnings pct  0.00728069424829     -2.4578779774/-337.588407586
acquisition pct  0.00724855447162     -2.44702796138/-337.588407586
acquire expect  0.00722168126448     -2.43795587817/-337.588407586
acquisition mln  0.00717417204268     -2.42191731564/-337.588407586
lt total  0.00716117553999     -2.41752984699/-337.588407586
corp earnings  0.00714597985236     -2.412399959/-337.588407586
dlrs shareholder  0.00705049804455     -2.38016640755/-337.588407586
earnings mln  0.00703950398817     -2.37645494156/-337.588407586
cash mln  0.00703292865356     -2.37423518482/-337.588407586
cash lt  0.00702735933558     -2.37235504763/-337.588407586
acquire result  0.00701802765467     -2.36920478034/-337.588407586
acquisition sale  0.00701186285115     -2.36712361413/-337.588407586
acquire sale  0.00699428305461     -2.36118887861/-337.588407586
lt report  0.00699094920349     -2.36006340912/-337.588407586
shareholder unit  0.00696856985873     -2.35250840176/-337.588407586
acquire earnings  0.00696768691526     -2.35221033028/-337.588407586
cash report  0.00692271344702     -2.33702780876/-337.588407586
mln unit  0.00683601201468     -2.30775841027/-337.588407586
expect shareholder  0.00683475985521     -2.30733569575/-337.588407586
corp report  0.00683256019034     -2.30659311439/-337.588407586
earnings unit  0.00683076887212     -2.30598838613/-337.588407586
result shareholder  0.00682685248489     -2.3046662592/-337.588407586
acquisition expect  0.00679472969166     -2.29382197659/-337.588407586
acquire mln  0.0067691700868     -2.28519335028/-337.588407586
pct unit  0.00672272523331     -2.26951410615/-337.588407586
report unit  0.00667977515347     -2.25501465709/-337.588407586
share unit  0.00665790967996     -2.24763312671/-337.588407586
cash pct  0.00664349411113     -2.24276659778/-337.588407586
acquisition dlrs  0.00657864511433     -2.22087432822/-337.588407586
lt result  0.00657672343434     -2.22022559133/-337.588407586
dlrs earnings  0.00653342000651     -2.20560685609/-337.588407586
cash expect  0.00652871375971     -2.20401808172/-337.588407586
corp total  0.00651689588633     -2.20002850467/-337.588407586
lt shareholder  0.00650127788891     -2.19475604979/-337.588407586
cash corp  0.00648498692044     -2.18925640769/-337.588407586
acquisition lt  0.00647076207944     -2.18445426627/-337.588407586
corp result  0.00642218201608     -2.16805420004/-337.588407586
cash result  0.00639679621938     -2.15948424935/-337.588407586
pct shareholder  0.00635406869275     -2.14505993168/-337.588407586
lt unit  0.00632685612788     -2.13587328524/-337.588407586
dlrs unit  0.00632307203825     -2.13459582045/-337.588407586
earnings shareholder  0.00631710589923     -2.13258172107/-337.588407586
expect lt  0.00623332701109     -2.10429893964/-337.588407586
earnings year  0.00620714311199     -2.09545955883/-337.588407586
cash earnings  0.00618483368694     -2.08792815556/-337.588407586
cash dlrs  0.00617740911286     -2.08542170542/-337.588407586
corp shareholder  0.00616443804433     -2.08104282305/-337.588407586
acquisition result  0.00614127694696     -2.07322390507/-337.588407586
acquire pct  0.00613398434729     -2.07076200796/-337.588407586
lt make  0.00612331272709     -2.06715939269/-337.588407586
earnings sale  0.00610726529185     -2.06174196458/-337.588407586
sale total  0.0060943016518     -2.05736558998/-337.588407586
acquire dlrs  0.00603857456482     -2.03855277143/-337.588407586
mln result  0.00603342142209     -2.03681313018/-337.588407586
company earnings  0.00598967814835     -2.02204590805/-337.588407586
acquire lt  0.00597291560375     -2.01638706731/-337.588407586
mln report  0.00594568070767     -2.00719288212/-337.588407586
total unit  0.00593682028901     -2.00420170749/-337.588407586
pct result  0.00593596018712     -2.00391134706/-337.588407586
dlrs result  0.00586474305725     -1.9798692696/-337.588407586
dlrs total  0.00581401943732     -1.96274556352/-337.588407586
expect unit  0.00580656846853     -1.96023020283/-337.588407586
result unit  0.00579110958602     -1.9550114633/-337.588407586
dlrs report  0.00576909914397     -1.94758099322/-337.588407586
acquisition corp  0.00573232969213     -1.93516805252/-337.588407586
make mln  0.00567205365752     -1.91481956199/-337.588407586
cash company  0.00565141899916     -1.90785354053/-337.588407586
mln total  0.00564726533694     -1.90645131231/-337.588407586
company total  0.00561611241881     -1.89593444829/-337.588407586
corp expect  0.0055960209912     -1.88915181524/-337.588407586
acquisition earnings  0.00554957747057     -1.87347302107/-337.588407586
total year  0.00554219444341     -1.87098059668/-337.588407586
acquisition share  0.00548519270214     -1.85173746962/-337.588407586
expect mln  0.00548321306321     -1.85106916646/-337.588407586
corp unit  0.00547321845193     -1.84769510156/-337.588407586
corp make  0.00547321845193     -1.84769510156/-337.588407586
acquisition company  0.00547225541745     -1.84736999228/-337.588407586
cash share  0.00546087912906     -1.8435294892/-337.588407586
acquisition unit  0.00545540882509     -1.84168277799/-337.588407586
acquire corp  0.00543586376999     -1.83508459397/-337.588407586
company unit  0.00541267869819     -1.8272575825/-337.588407586
share total  0.00540491171746     -1.82463553984/-337.588407586
result share  0.00539700200109     -1.82196531129/-337.588407586
dlrs make  0.00538409909872     -1.81760944102/-337.588407586
result year  0.00534345217876     -1.80388751204/-337.588407586
earnings share  0.00534221758841     -1.80347072865/-337.588407586
company result  0.00533506237071     -1.8010552101/-337.588407586
report share  0.00531904521191     -1.79564800297/-337.588407586
pct sale  0.00527086544929     -1.77938307363/-337.588407586
acquire total  0.00526749648419     -1.77824575006/-337.588407586
pct report  0.00524366427539     -1.77020027264/-337.588407586
earnings expect  0.00521473479525     -1.76043401551/-337.588407586
company shareholder  0.00519784180676     -1.75473113843/-337.588407586
cash unit  0.00515390944886     -1.73990008368/-337.588407586
company report  0.00512558976085     -1.7303396853/-337.588407586
make sale  0.00508470080553     -1.71653604799/-337.588407586
expect total  0.0050779941942     -1.71427197375/-337.588407586
dlrs expect  0.00506288110423     -1.70916996978/-337.588407586
acquire unit  0.00504140781311     -1.70192083562/-337.588407586
expect share  0.00501928369846     -1.69445199099/-337.588407586
result total  0.00493206439017     -1.66500776359/-337.588407586
earnings report  0.00492055531915     -1.66112243463/-337.588407586
acquire share  0.00489669294821     -1.65306677482/-337.588407586
make year  0.00487067863355     -1.64428464376/-337.588407586
report year  0.00485391939777     -1.63862692004/-337.588407586
acquire company  0.0048530125732     -1.63832078658/-337.588407586
earnings total  0.00481230082889     -1.62457697365/-337.588407586
cash total  0.00478839036926     -1.61650507966/-337.588407586
acquire shareholder  0.00465864901704     -1.57270590317/-337.588407586
make total  0.00465277647264     -1.57072340025/-337.588407586
make pct  0.00457293974749     -1.54377144734/-337.588407586
make unit  0.00456644289585     -1.54157818554/-337.588407586
make share  0.00456266055512     -1.54030131116/-337.588407586
make report  0.00452340091384     -1.52704771138/-337.588407586
earnings make  0.00450271466898     -1.52006427491/-337.588407586
pct total  0.00448781357277     -1.51503383757/-337.588407586
corp sale  0.00448512952046     -1.51412773263/-337.588407586
earnings result  0.00445228094884     -1.50303843564/-337.588407586
sale share  0.0044343568098     -1.49698745409/-337.588407586
cash shareholder  0.00443250044785     -1.49636076782/-337.588407586
expect pct  0.00442553684964     -1.49400993778/-337.588407586
lt sale  0.00441319664471     -1.48984402765/-337.588407586
report total  0.00441285872054     -1.48972994837/-337.588407586
company make  0.00436861872312     -1.47479503809/-337.588407586
share shareholder  0.00434995830809     -1.4684954983/-337.588407586
expect result  0.00434222790922     -1.46588580525/-337.588407586
make result  0.00433025141372     -1.46184267921/-337.588407586
acquisition shareholder  0.00431614947504     -1.45708202818/-337.588407586
cash sale  0.00428708784157     -1.44727115762/-337.588407586
sale year  0.00428198962063     -1.44555005733/-337.588407586
company expect  0.00426451281927     -1.43965009179/-337.588407586
corp pct  0.00420015177958     -1.41792255089/-337.588407586
acquire make  0.00416754135127     -1.40691364832/-337.588407586
acquisition cash  0.00416545603824     -1.40620967082/-337.588407586
report result  0.0041334928497     -1.3954192689/-337.588407586
report sale  0.0041334928497     -1.3954192689/-337.588407586
expect make  0.00412456827067     -1.39240643448/-337.588407586
acquire cash  0.00411481912959     -1.38911523746/-337.588407586
company sale  0.00410014495482     -1.38416140617/-337.588407586
dlrs sale  0.00409870228124     -1.38367437629/-337.588407586
mln sale  0.00406096016673     -1.37093307596/-337.588407586
lt pct  0.00401089271152     -1.35403088348/-337.588407586
expect sale  0.00397505033618     -1.34193091307/-337.588407586
expect report  0.00386211974679     -1.30380685522/-337.588407586
corp mln  0.0037677070291     -1.27193421621/-337.588407586
mln share  0.00371367074369     -1.25369219266/-337.588407586
make shareholder  0.00363747179195     -1.22796830988/-337.588407586
mln pct  0.00361053623115     -1.2188751768/-337.588407586
result sale  0.00360357536888     -1.2165252704/-337.588407586
cash make  0.00358033234614     -1.20867869536/-337.588407586
corp year  0.00349613982941     -1.18025627771/-337.588407586
acquire acquisition  0.00337773738507     -1.14028498507/-337.588407586
acquisition make  0.00336823938247     -1.1370785695/-337.588407586
dlrs pct  0.00333086751557     -1.12446226046/-337.588407586
corp dlrs  0.00331135798057     -1.11787606761/-337.588407586
sale unit  0.00321762148726     -1.0862317141/-337.588407586
lt share  0.00318340173509     -1.07467952246/-337.588407586
lt year  0.00317056295593     -1.07034529944/-337.588407586
dlrs share  0.00312099314782     -1.05361110686/-337.588407586
corp lt  0.00293138179801     -0.989600513218/-337.588407586
share year  0.00291777326045     -0.985006428693/-337.588407586
corp share  0.00288038428759     -0.972384344883/-337.588407586
company year  0.00284625834352     -0.960863821766/-337.588407586
company corp  0.0028242957812     -0.953449515327/-337.588407586
company lt  0.00281298149921     -0.949629944888/-337.588407586
company pct  0.00255767582463     -0.863441708759/-337.588407586
pct year  0.00242829506751     -0.819764264989/-337.588407586
company share  0.00237119137162     -0.800486719227/-337.588407586
dlrs year  0.00236195574774     -0.797368879669/-337.588407586
mln year  0.00223411254099     -0.754210495079/-337.588407586
pct share  0.00218781052119     -0.738579469948/-337.588407586
dlrs lt  0.00210592252631     -0.710935032158/-337.588407586
company mln  0.00184759707369     -0.623727353968/-337.588407586
company dlrs  0.00175656487561     -0.592995939179/-337.588407586
lt mln  0.00165000924591     -0.557023993828/-337.588407586
expect year  0.00157804383616     -0.532729305751/-337.588407586
dlrs mln  0.00148779534496     -0.502262461318/-337.588407586

Topic 4
Topic coherence: -315.902940924
AVG: -1.6626470575
SD:  0.463074196358
import mln  0.00884874025491     -2.79534307/-315.902940924
fall mln  0.00859207386057     -2.71426140119/-315.902940924
billion tonne  0.00849472652687     -2.68350909219/-315.902940924
january mln  0.00848541500615     -2.68056755541/-315.902940924
pct tonne  0.00838769987336     -2.64969905759/-315.902940924
mln tonne  0.00829126332198     -2.61923446739/-315.902940924
figure mln  0.00827337892836     -2.61358473485/-315.902940924
figure u.s.  0.00826559737693     -2.61112651987/-315.902940924
government mln  0.00822032412358     -2.59682456599/-315.902940924
compare u.s.  0.00795075132567     -2.51166572634/-315.902940924
compare mln  0.00789558327605     -2.49423797722/-315.902940924
mln trade  0.00784066565393     -2.47688933888/-315.902940924
mln official  0.00782514832261     -2.47198736828/-315.902940924
mln production  0.00780201402292     -2.46467917498/-315.902940924
january u.s.  0.00766440669751     -2.42120861618/-315.902940924
import pct  0.00748401407968     -2.36422205769/-315.902940924
figure price  0.00747028799392     -2.35988594683/-315.902940924
january tonne  0.00738876771422     -2.33413345073/-315.902940924
tonne year  0.00725439844222     -2.29168580254/-315.902940924
figure pct  0.00725167004154     -2.29082389274/-315.902940924
increase tonne  0.00716015509904     -2.26191405326/-315.902940924
figure year  0.00703886033846     -2.22359668168/-315.902940924
january price  0.00701729808752     -2.21678510319/-315.902940924
pct production  0.0069191224062     -2.18577111673/-315.902940924
rise tonne  0.00691862320121     -2.18561341641/-315.902940924
january year  0.00689779856825     -2.17903485362/-315.902940924
compare tonne  0.00679812441399     -2.14754749515/-315.902940924
import year  0.0067262438172     -2.12484020323/-315.902940924
production year  0.00668297850701     -2.1111725645/-315.902940924
fall year  0.00660516269645     -2.08659032109/-315.902940924
compare trade  0.00658744463183     -2.08099313237/-315.902940924
month tonne  0.00658023165978     -2.07871453329/-315.902940924
january pct  0.00657072867712     -2.07571251312/-315.902940924
figure increase  0.00655636164685     -2.071173926/-315.902940924
compare price  0.00652932960145     -2.06263442336/-315.902940924
production trade  0.0065097590337     -2.05645202346/-315.902940924
export pct  0.0065085049685     -2.05605586057/-315.902940924
january trade  0.00649063191055     -2.050409709/-315.902940924
figure tonne  0.00638808058276     -2.01801344296/-315.902940924
government tonne  0.00638808058276     -2.01801344296/-315.902940924
tonne u.s.  0.00636383014845     -2.01035265944/-315.902940924
import price  0.00635342161214     -2.00706457221/-315.902940924
january production  0.00634855076962     -2.00552585873/-315.902940924
compare pct  0.00634343998571     -2.00391134706/-315.902940924
figure trade  0.00634163832815     -2.00334219814/-315.902940924
compare year  0.0063373049541     -2.00197327253/-315.902940924
fall u.s.  0.00627433926288     -1.9820822255/-315.902940924
official year  0.00627373797369     -1.98189227648/-315.902940924
production u.s.  0.00625235633251     -1.97513775315/-315.902940924
fall tonne  0.00624351074527     -1.97234340612/-315.902940924
increase january  0.00623233170157     -1.96881191334/-315.902940924
mln month  0.00619267323165     -1.95628368606/-315.902940924
fall pct  0.00611773877072     -1.93261166948/-315.902940924
export january  0.00610710130594     -1.92925126307/-315.902940924
government year  0.00606668727572     -1.91648435207/-315.902940924
compare government  0.00605881672729     -1.91399802267/-315.902940924
month production  0.00600922813747     -1.89833284131/-315.902940924
government production  0.00599217154464     -1.89294461348/-315.902940924
compare export  0.00595984083568     -1.88273124743/-315.902940924
price tonne  0.00595218538032     -1.88031286657/-315.902940924
official pct  0.00594551270012     -1.87820494727/-315.902940924
compare production  0.00590927427169     -1.86675712116/-315.902940924
export year  0.00590019315084     -1.86388836837/-315.902940924
import month  0.00585917496368     -1.85093060242/-315.902940924
compare official  0.00584891048016     -1.84768802189/-315.902940924
tonne trade  0.005822634993     -1.83938751822/-315.902940924
import increase  0.00581605729775     -1.83730960494/-315.902940924
figure month  0.00577244270944     -1.82353162823/-315.902940924
pct trade  0.00575170804636     -1.81698148718/-315.902940924
compare import  0.0056909941339     -1.79780178368/-315.902940924
import u.s.  0.00564613701144     -1.78363128678/-315.902940924
fall trade  0.00564255634531     -1.78250014382/-315.902940924
government january  0.00561695985664     -1.77441413777/-315.902940924
production rise  0.00559426543575     -1.76724490346/-315.902940924
billion official  0.00558144353059     -1.76319442592/-315.902940924
figure production  0.00555461178175     -1.75471819755/-315.902940924
compare month  0.00555214310857     -1.75393833643/-315.902940924
price production  0.00551851546829     -1.74331526597/-315.902940924
compare increase  0.00551571429394     -1.74243036675/-315.902940924
government pct  0.00549553287406     -1.73605499686/-315.902940924
trade year  0.00548169300902     -1.73168294279/-315.902940924
import rise  0.00544885021722     -1.72130780828/-315.902940924
fall price  0.00537923113895     -1.69931493671/-315.902940924
fall increase  0.00536907409002     -1.69610629508/-315.902940924
export figure  0.00536220768055     -1.69393717613/-315.902940924
increase official  0.00535607395163     -1.69199951313/-315.902940924
january official  0.0053289860317     -1.68344235956/-315.902940924
increase production  0.00531739083174     -1.67977940179/-315.902940924
official price  0.005316956424     -1.67964217111/-315.902940924
import january  0.00531175993158     -1.67800058387/-315.902940924
figure government  0.00530566466182     -1.67607507023/-315.902940924
export production  0.00529485345338     -1.67265977769/-315.902940924
fall month  0.00524801858915     -1.65786450634/-315.902940924
billion production  0.00524459831929     -1.65678403303/-315.902940924
month year  0.00519158937895     -1.64003835288/-315.902940924
government price  0.00515664220637     -1.62899843829/-315.902940924
figure import  0.00513792249457     -1.62308482628/-315.902940924
government u.s.  0.00512987022903     -1.62054109191/-315.902940924
official tonne  0.0051144457771     -1.61566846218/-315.902940924
fall production  0.00509044215441     -1.60808564718/-315.902940924
export price  0.00507943034803     -1.60460698516/-315.902940924
january month  0.00507178407148     -1.60219150391/-315.902940924
month pct  0.00506236616121     -1.59921635836/-315.902940924
figure rise  0.00503747838606     -1.591354237/-315.902940924
government increase  0.00502384977138     -1.58704891754/-315.902940924
export fall  0.00502358430706     -1.58696505658/-315.902940924
government month  0.00493753656558     -1.55978232199/-315.902940924
fall import  0.0049275885888     -1.55663972687/-315.902940924
billion mln  0.00491996280306     -1.55423071873/-315.902940924
compare fall  0.00488347111745     -1.54270288792/-315.902940924
increase year  0.00488095265028     -1.54190729674/-315.902940924
price year  0.00486881642104     -1.53807342623/-315.902940924
billion price  0.00485848982202     -1.53481122323/-315.902940924
increase trade  0.00485331324588     -1.5331759276/-315.902940924
official u.s.  0.00482258012148     -1.52346724322/-315.902940924
month u.s.  0.00481561525783     -1.52126702231/-315.902940924
month official  0.0048087515137     -1.51909874535/-315.902940924
export rise  0.00478672024079     -1.51213900145/-315.902940924
import production  0.00475168059949     -1.50106987571/-315.902940924
fall january  0.00468750726239     -1.48079732979/-315.902940924
official rise  0.00467346971814     -1.47636282828/-315.902940924
price trade  0.00466867372031     -1.47484775846/-315.902940924
government rise  0.0046633723276     -1.47317303291/-315.902940924
increase u.s.  0.00463970726852     -1.46569717116/-315.902940924
compare rise  0.00463327198114     -1.46366424494/-315.902940924
official production  0.00461591647854     -1.45818159063/-315.902940924
figure official  0.00461529824733     -1.45798628958/-315.902940924
rise year  0.0045980934794     -1.45255125279/-315.902940924
billion u.s.  0.00457457062362     -1.44512031347/-315.902940924
january rise  0.00457391656871     -1.4449136956/-315.902940924
month price  0.00452141325005     -1.42832774283/-315.902940924
figure january  0.00447035728544     -1.41219901345/-315.902940924
u.s. year  0.00445319270307     -1.4067766714/-315.902940924
pct u.s.  0.00444403192358     -1.40388275422/-315.902940924
fall figure  0.00440832721037     -1.39260353031/-315.902940924
export increase  0.00438835535074     -1.38629436112/-315.902940924
production tonne  0.00436094799987     -1.37763629838/-315.902940924
increase pct  0.00435697438246     -1.37638102095/-315.902940924
increase month  0.00434328523325     -1.37205657846/-315.902940924
rise trade  0.00433792586748     -1.37036353905/-315.902940924
billion pct  0.0043259014532     -1.36656499121/-315.902940924
billion year  0.0043180264221     -1.36407724573/-315.902940924
fall rise  0.00428381293865     -1.35326910569/-315.902940924
compare january  0.00426715196721     -1.34800585581/-315.902940924
fall government  0.00425006404852     -1.34260773204/-315.902940924
fall official  0.00423370468781     -1.33743976188/-315.902940924
month trade  0.00418118032767     -1.32084716205/-315.902940924
export government  0.0041707906394     -1.31756502897/-315.902940924
import tonne  0.00416741482473     -1.31649859918/-315.902940924
billion export  0.0041591312183     -1.31388178355/-315.902940924
pct price  0.00413103814227     -1.30500709821/-315.902940924
government trade  0.00408441815738     -1.29027970788/-315.902940924
compare figure  0.00406680154525     -1.2847145683/-315.902940924
import trade  0.00403136335261     -1.27351953902/-315.902940924
pct rise  0.0040238429365     -1.27114381746/-315.902940924
billion month  0.00400503922748     -1.26520367048/-315.902940924
increase price  0.00383428920935     -1.21126323759/-315.902940924
export official  0.00382793787527     -1.20925683247/-315.902940924
official trade  0.00377866041347     -1.19368993737/-315.902940924
import official  0.00375139328227     -1.18507617043/-315.902940924
export month  0.00373497927628     -1.17989093767/-315.902940924
trade u.s.  0.00371590625817     -1.17386571516/-315.902940924
billion january  0.00371195257747     -1.17261673579/-315.902940924
government import  0.00370495436751     -1.17040598069/-315.902940924
price u.s.  0.00367127545071     -1.15976671182/-315.902940924
billion trade  0.00363618755163     -1.14868234131/-315.902940924
billion increase  0.00354042291327     -1.11843001042/-315.902940924
export tonne  0.00352813708435     -1.11454888093/-315.902940924
export import  0.00347143952239     -1.09663795436/-315.902940924
month rise  0.00346846038059     -1.09569683471/-315.902940924
billion import  0.00335610310385     -1.06020284055/-315.902940924
government official  0.00332892412143     -1.05161692007/-315.902940924
price rise  0.00326113940672     -1.03020352935/-315.902940924
mln u.s.  0.00314204067975     -0.992579891236/-315.902940924
billion figure  0.00308499704734     -0.974559639998/-315.902940924
rise u.s.  0.00301823633653     -0.953469735116/-315.902940924
increase rise  0.00300626834779     -0.949689012276/-315.902940924
pct year  0.0029996480366     -0.947597636499/-315.902940924
billion government  0.00299635023237     -0.946555850444/-315.902940924
billion rise  0.00298840077871     -0.944044594656/-315.902940924
billion fall  0.00297202435054     -0.938871232836/-315.902940924
billion compare  0.00292047505994     -0.922586660331/-315.902940924
export mln  0.00284473610112     -0.898660500498/-315.902940924
mln price  0.0028145379841     -0.889120826522/-315.902940924
mln pct  0.00255718330821     -0.807821727546/-315.902940924
mln rise  0.00254056226361     -0.802571090675/-315.902940924
export trade  0.0024684774866     -0.779799297621/-315.902940924
increase mln  0.00235340613436     -0.743447919035/-315.902940924
export u.s.  0.00233489103005     -0.737598943131/-315.902940924
mln year  0.00149093394304     -0.470990417331/-315.902940924

Topic 5
Topic coherence: -317.165693498
AVG: -1.66929312367
SD:  0.554611857021
commission mln  0.00960893084555     -3.0476232154/-317.165693498
commission lt  0.00908674414449     -2.88200350823/-317.165693498
mln security  0.00858747083112     -2.72365114154/-317.165693498
commission dlrs  0.00845516897441     -2.68168953141/-317.165693498
lt outstanding  0.00836101124623     -2.65182593025/-317.165693498
acquisition commission  0.00832075279173     -2.63905732962/-317.165693498
mln shareholder  0.0082139070881     -2.60516953792/-317.165693498
commission corp  0.008175340042     -2.592937394/-317.165693498
dlrs stake  0.00814170645259     -2.58226997329/-317.165693498
dlrs outstanding  0.00800544770082     -2.53905337179/-317.165693498
lt stake  0.00792804849197     -2.51450499804/-317.165693498
lt security  0.00784565578427     -2.48837285776/-317.165693498
corp outstanding  0.00779462573683     -2.47218787738/-317.165693498
acquisition pct  0.00771529838044     -2.44702796138/-317.165693498
acquisition mln  0.00763612636955     -2.42191731564/-317.165693498
commission company  0.00759082814742     -2.4075502736/-317.165693498
dlrs shareholder  0.00750448884082     -2.38016640755/-317.165693498
corp stake  0.00746841459861     -2.3687248955/-317.165693498
lt offer  0.00742464116837     -2.35484146514/-317.165693498
commission pct  0.00721311207549     -2.2877516937/-317.165693498
outstanding pct  0.00712724796402     -2.26051854324/-317.165693498
common lt  0.00707770243635     -2.2448044016/-317.165693498
corp security  0.00706428768308     -2.24054970207/-317.165693498
commission shareholder  0.00703503078829     -2.23127041875/-317.165693498
company outstanding  0.00703264189879     -2.23051274495/-317.165693498
acquisition dlrs  0.0070022526829     -2.22087432822/-317.165693498
lt sell  0.00698112747072     -2.21417413565/-317.165693498
dlrs security  0.00697465577917     -2.21212153711/-317.165693498
common dlrs  0.00696094738313     -2.20777370417/-317.165693498
lt shareholder  0.00691990368059     -2.19475604979/-317.165693498
acquisition lt  0.0068874229182     -2.18445426627/-317.165693498
mln sell  0.00686582479586     -2.17760408282/-317.165693498
offer stake  0.00684629540753     -2.17141003082/-317.165693498
company stake  0.00683046199887     -2.16638821678/-317.165693498
sell shareholder  0.0068198839185     -2.16303321259/-317.165693498
buy lt  0.00680091121464     -2.15701572181/-317.165693498
dlrs offer  0.00678795868602     -2.15290762409/-317.165693498
pct shareholder  0.00676321549162     -2.14505993168/-317.165693498
commission sell  0.00674138377762     -2.13813566097/-317.165693498
group outstanding  0.00673886099258     -2.1373355201/-317.165693498
commission offer  0.00662298609628     -2.10058397825/-317.165693498
commission share  0.00656585719022     -2.08246464914/-317.165693498
corp shareholder  0.00656137427758     -2.08104282305/-317.165693498
